16:52:40 : DEBUG | Received self id : 599b44d3f2
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : fb9d585fbe
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : fb9d585fbe
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : 5b25d8ba55
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : 5b25d8ba55
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : c4161be5d3
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : c4161be5d3
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : 06c711a444
16:53:31 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:31 : DEBUG | Spawning projectile with id : 06c711a444
16:53:32 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:32 : DEBUG | Spawning projectile with id : df5b6befc3
16:53:32 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:32 : DEBUG | Spawning projectile with id : df5b6befc3
16:53:32 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:32 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:32 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:32 : DEBUG | Spawning projectile with id : 17e9e177fa
16:53:32 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:32 : DEBUG | Spawning projectile with id : 17e9e177fa
16:53:32 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:32 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:32 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:32 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:32 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:32 : DEBUG | Spawning projectile with id : c14f5a6630
16:53:32 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:32 : DEBUG | Spawning projectile with id : c14f5a6630
16:53:33 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:33 : DEBUG | Spawning projectile with id : 9b4a19b58a
16:53:33 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:33 : DEBUG | Spawning projectile with id : 9b4a19b58a
16:53:33 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:33 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:33 : DEBUG | Spawning projectile with id : 2e9c27cf91
16:53:33 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:33 : DEBUG | Spawning projectile with id : 2e9c27cf91
16:53:33 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:33 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:33 : DEBUG | Spawning projectile with id : f589da26c4
16:53:33 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:33 : DEBUG | Spawning projectile with id : f589da26c4
16:53:34 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:34 : DEBUG | Spawning projectile with id : d2bd408b68
16:53:34 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:34 : DEBUG | Spawning projectile with id : d2bd408b68
16:53:34 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:34 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:34 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:34 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:34 : DEBUG | Spawning projectile with id : bacfecce6f
16:53:34 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:34 : DEBUG | Spawning projectile with id : bacfecce6f
16:53:34 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:34 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:34 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:34 : DEBUG | Spawning projectile with id : 58c3da8b54
16:53:34 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:34 : DEBUG | Spawning projectile with id : 58c3da8b54
16:53:34 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : 8e1c02d4c0
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : 8e1c02d4c0
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : d22a9f7905
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : d22a9f7905
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : 7272e937da
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : 7272e937da
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : 504347d9c7
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : 504347d9c7
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : e357c14b70
16:53:35 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:35 : DEBUG | Spawning projectile with id : e357c14b70
16:53:35 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : 1d69615455
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : 1d69615455
16:53:36 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : 8a8d2cd305
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : 8a8d2cd305
16:53:36 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:36 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:36 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : c656595ccf
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : c656595ccf
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : dbeba982dc
16:53:36 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:36 : DEBUG | Spawning projectile with id : dbeba982dc
16:53:37 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:37 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:37 : DEBUG | Spawning projectile with id : 53354fa2d8
16:53:37 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:37 : DEBUG | Spawning projectile with id : 53354fa2d8
16:53:37 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:37 : DEBUG | Spawning projectile with id : ad4c974f7e
16:53:37 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:37 : DEBUG | Spawning projectile with id : ad4c974f7e
16:53:37 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:37 : MAJOR | [Polymorph Engine] Object reference not set to an instance: this maybe occurs because you need to set a reference in configuration or in interface.
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : c50e3e7984
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : c50e3e7984
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : 704ee44199
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : 704ee44199
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : d6909215df
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : d6909215df
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : ce3acfb3be
16:53:38 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:38 : DEBUG | Spawning projectile with id : ce3acfb3be
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 2c5a3a1516
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 2c5a3a1516
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 3891f043cd
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 3891f043cd
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 21c3d6cd3c
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 21c3d6cd3c
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 5027d0b5fb
16:53:39 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:39 : DEBUG | Spawning projectile with id : 5027d0b5fb
16:53:40 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:40 : DEBUG | Spawning projectile with id : ac0af879ac
16:53:40 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:40 : DEBUG | Spawning projectile with id : ac0af879ac
16:53:40 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:40 : DEBUG | Spawning projectile with id : ea885c580a
16:53:40 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:40 : DEBUG | Spawning projectile with id : ea885c580a
16:53:40 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:40 : DEBUG | Spawning projectile with id : 2ea8477fe4
16:53:40 : DEBUG | In component 'ProjectileNM': Ref named 'networkManager': has missing value or not found
16:53:40 : DEBUG | Spawning projectile with id : 2ea8477fe4
